6|6,6.670951843261719
12 60 18|12 60 18,7.6389312744140625
18 60 18|18 60 18,7.719993591308595
24 60 18|24 60 18,7.905960083007812
30 60 18|30 60 18,8.001327514648438
36 60 18|36 60 18,8.440017700195312
42 60 18|42 60 18,8.540153503417969
48 60 18|48 60 18,8.988380432128906
54 60 18|54 60 18,9.388923645019531
60 60 18|60 60 18,10.347366333007812
66 60 18|66 60 18,10.495185852050781
72 60 18|72 60 18,10.581016540527344
78 60 18|78 60 18,10.743141174316406
84 60 18|84 60 18,10.9100341796875
90 60 18|90 60 18,12.497901916503906
96 60 18|96 60 18,13.146400451660156
66 18|66 18,6.890296936035156
6 66 18|6 66 18,6.9332122802734375
12 66 18|12 66 18,6.909370422363281
18 66 18|18 66 18,7.138252258300781
24 66 18|24 66 18,15.010833740234375
30 66 18|30 66 18,7.93933868408203
36 66 18|36 66 18,8.378028869628906
42 66 18|42 66 18,9.102821350097656
48 66 18|48 66 18,10.523796081542969
54 66 18|54 66 18,10.676383972167969
60 66 18|60 66 18,9.965896606445312
66 66 18|66 66 18,10.814666748046875
72 66 18|72 66 18,11.019706726074219
78 66 18|78 66 18,12.273788452148438
84 66 18|84 66 18,11.5966796875
90 66 18|90 66 18,12.583732604980469
96 66 18|96 66 18,11.591911315917969
72 18|72 18,6.947517395019531
6 72 18|6 72 18,7.004737854003906
12 72 18|12 72 18,7.176399230957031
18 72 18|18 72 18,7.3909759521484375
24 72 18|24 72 18,7.743835449218749
30 72 18|30 72 18,8.397102355957031
36 72 18|36 72 18,8.449554443359375
42 72 18|42 72 18,9.446144104003906
48 72 18|48 72 18,10.628700256347656
54 72 18|54 72 18,10.347366333007812
60 72 18|60 72 18,11.706352233886719
66 72 18|66 72 18,11.029243469238281
72 72 18|72 72 18,11.243820190429688
78 72 18|78 72 18,12.764930725097656
84 72 18|84 72 18,12.445449829101562
90 72 18|90 72 18,13.093948364257812
96 72 18|96 72 18,13.723373413085938
78 18|78 18,6.728172302246094
6 78 18|6 78 18,6.7996978759765625
12 78 18|12 78 18,6.966590881347656
18 78 18|18 78 18,7.4863433837890625
24 78 18|24 78 18,7.719993591308595
30 78 18|30 78 18,10.161399841308594
36 78 18|36 78 18,9.989738464355469
42 78 18|42 78 18,10.409355163574219
48 78 18|48 78 18,10.471343994140625
54 78 18|54 78 18,10.657310485839844
60 78 18|60 78 18,11.55853271484375
66 78 18|66 78 18,10.981559753417969
72 78 18|72 78 18,11.739730834960938
78 78 18|78 78 18,12.259483337402344
84 78 18|84 78 18,12.745857238769531
90 78 18|90 78 18,12.292861938476562
96 78 18|96 78 18,12.831687927246094
84 18|84 18,6.5135955810546875
6 84 18|6 84 18,6.899833679199219
12 84 18|12 84 18,7.152557373046875
18 84 18|18 84 18,7.729530334472656
24 84 18|24 84 18,7.991790771484376
30 84 18|30 84 18,8.516311645507812
36 84 18|36 84 18,8.721351623535156
42 84 18|42 84 18,10.962486267089844
48 84 18|48 84 18,10.585784912109375
54 84 18|54 84 18,10.881423950195312
60 84 18|60 84 18,10.962486267089844
66 84 18|66 84 18,11.267662048339844
72 84 18|72 84 18,11.448860168457031
78 84 18|78 84 18,12.598037719726562
84 84 18|84 84 18,12.774467468261719
90 84 18|90 84 18,12.39776611328125
96 84 18|96 84 18,11.32965087890625
90 18|90 18,7.2002410888671875
6 90 18|6 90 18,6.852149963378906
12 90 18|12 90 18,7.2956085205078125
18 90 18|18 90 18,7.534027099609375
24 90 18|24 90 18,8.378028869628906
30 90 18|30 90 18,9.279251098632812
36 90 18|36 90 18,9.546279907226562
42 90 18|42 90 18,10.395050048828125
48 90 18|48 90 18,11.119842529296875
54 90 18|54 90 18,12.516975402832031
60 90 18|60 90 18,10.743141174316406
66 90 18|66 90 18,12.674331665039062
72 90 18|72 90 18,12.788772583007812
78 90 18|78 90 18,11.920928955078125
84 90 18|84 90 18,13.632774353027344
90 90 18|90 90 18,13.241767883300781
96 90 18|96 90 18,14.6484375
96 18|96 18,6.7901611328125
6 96 18|6 96 18,7.1239471435546875
12 96 18|12 96 18,6.804466247558594
18 96 18|18 96 18,7.93933868408203
24 96 18|24 96 18,8.120536804199219
30 96 18|30 96 18,8.740425109863281
36 96 18|36 96 18,9.565353393554688
42 96 18|42 96 18,10.514259338378906
48 96 18|48 96 18,10.943412780761719
54 96 18|54 96 18,12.340545654296875
60 96 18|60 96 18,12.750625610351562
66 96 18|66 96 18,12.450218200683594
72 96 18|72 96 18,12.793540954589844
78 96 18|78 96 18,12.831687927246094
84 96 18|84 96 18,11.882781982421875
90 96 18|90 96 18,12.93182373046875
96 96 18|96 96 18,13.332366943359375
24|24,6.670951843261719
6 24|6 24,6.8378448486328125
6 6 24|6 6 24,6.852149963378906
12 6 24|12 6 24,6.694793701171875
18 6 24|18 6 24,6.642341613769531
24 6 24|24 6 24,6.7043304443359375
30 6 24|30 6 24,6.699562072753906
36 6 24|36 6 24,6.775856018066406
42 6 24|42 6 24,6.8950653076171875
48 6 24|48 6 24,6.732940673828125
54 6 24|54 6 24,6.580352783203125
60 6 24|60 6 24,7.1430206298828125
66 6 24|66 6 24,6.947517395019531
72 6 24|72 6 24,7.2479248046875
78 6 24|78 6 24,6.775856018066406
84 6 24|84 6 24,6.766319274902344
90 6 24|90 6 24,7.014274597167969
96 6 24|96 6 24,6.8950653076171875
12 24|12 24,7.610321044921875
6 12 24|6 12 24,6.5708160400390625
12 12 24|12 12 24,7.038116455078125
18 12 24|18 12 24,6.961822509765625
24 12 24|24 12 24,6.928443908691406
30 12 24|30 12 24,6.995201110839844
36 12 24|36 12 24,6.871223449707031
42 12 24|42 12 24,7.038116455078125
48 12 24|48 12 24,7.128715515136719
54 12 24|54 12 24,6.899833679199219
60 12 24|60 12 24,6.8187713623046875
66 12 24|66 12 24,7.190704345703125
72 12 24|72 12 24,7.109642028808594
78 12 24|78 12 24,7.36236572265625
84 12 24|84 12 24,7.820129394531249
90 12 24|90 12 24,7.500648498535156
96 12 24|96 12 24,7.4005126953125
18 24|18 24,6.6089630126953125
6 18 24|6 18 24,6.823539733886719
12 18 24|12 18 24,6.7043304443359375
18 18 24|18 18 24,6.7424774169921875
24 18 24|24 18 24,6.947517395019531
30 18 24|30 18 24,6.928443908691406
36 18 24|36 18 24,9.312629699707031
42 18 24|42 18 24,7.176399230957031
48 18 24|48 18 24,7.414817810058594
54 18 24|54 18 24,7.5054168701171875
60 18 24|60 18 24,7.605552673339844
66 18 24|66 18 24,7.834434509277344
72 18 24|72 18 24,7.691383361816405
78 18 24|78 18 24,7.8582763671875
84 18 24|84 18 24,8.068084716796875
90 18 24|90 18 24,8.401870727539062
96 18 24|96 18 24,8.373260498046875
24 24|24 24,6.8759918212890625
6 24 24|6 24 24,7.1239471435546875
12 24 24|12 24 24,6.966590881347656
18 24 24|18 24 24,6.642341613769531
24 24 24|24 24 24,6.804466247558594
30 24 24|30 24 24,6.718635559082031
36 24 24|36 24 24,8.001327514648438
42 24 24|42 24 24,7.405281066894531
48 24 24|48 24 24,7.472038269042969
54 24 24|54 24 24,7.648468017578125
60 24 24|60 24 24,7.777214050292968
66 24 24|66 24 24,8.325576782226562
72 24 24|72 24 24,8.726119995117188
78 24 24|78 24 24,9.589195251464844
84 24 24|84 24 24,8.997917175292969
90 24 24|90 24 24,9.622573852539062
96 24 24|96 24 24,10.004043579101562
30 24|30 24,6.661415100097656
6 30 24|6 30 24,6.699562072753906
12 30 24|12 30 24,7.052421569824219
18 30 24|18 30 24,6.861686706542969
24 30 24|24 30 24,7.4863433837890625
30 30 24|30 30 24,7.20977783203125
36 30 24|36 30 24,7.36236572265625
42 30 24|42 30 24,7.972717285156249
48 30 24|48 30 24,8.497238159179688
54 30 24|54 30 24,8.511543273925781
60 30 24|60 30 24,8.864402770996094
66 30 24|66 30 24,9.050369262695312
72 30 24|72 30 24,9.026527404785156
78 30 24|78 30 24,9.088516235351562
84 30 24|84 30 24,10.027885437011719
90 30 24|90 30 24,10.213851928710938
96 30 24|96 30 24,10.07080078125
36 24|36 24,6.814002990722656
6 36 24|6 36 24,7.042884826660156
12 36 24|12 36 24,6.9713592529296875
18 36 24|18 36 24,7.05718994140625
24 36 24|24 36 24,7.157325744628906
30 36 24|30 36 24,7.634162902832032
36 36 24|36 36 24,7.925033569335938
42 36 24|42 36 24,7.901191711425781
48 36 24|48 36 24,8.234977722167969
54 36 24|54 36 24,8.683204650878906
60 36 24|60 36 24,8.916854858398438
66 36 24|66 36 24,9.632110595703125
72 36 24|72 36 24,10.166168212890625
78 36 24|78 36 24,10.051727294921875
84 36 24|84 36 24,11.110305786132812
90 36 24|90 36 24,10.929107666015625
96 36 24|96 36 24,11.401176452636719
42 24|42 24,6.690025329589844
6 42 24|6 42 24,6.9904327392578125
12 42 24|12 42 24,6.918907165527344
18 42 24|18 42 24,7.228851318359375
24 42 24|24 42 24,7.7724456787109375
30 42 24|30 42 24,8.296966552734375
36 42 24|36 42 24,8.187294006347656
42 42 24|42 42 24,8.43048095703125
48 42 24|48 42 24,9.531974792480469
54 42 24|54 42 24,9.49859619140625
60 42 24|60 42 24,9.403228759765625
66 42 24|66 42 24,10.080337524414062
72 42 24|72 42 24,11.267662048339844
78 42 24|78 42 24,11.630058288574219
84 42 24|84 42 24,11.544227600097656
90 42 24|90 42 24,11.110305786132812
96 42 24|96 42 24,10.447502136230469
48 24|48 24,6.6089630126953125
6 48 24|6 48 24,6.90460205078125
12 48 24|12 48 24,6.90460205078125
18 48 24|18 48 24,7.0858001708984375
24 48 24|24 48 24,7.7915191650390625
30 48 24|30 48 24,8.244514465332031
36 48 24|36 48 24,8.673667907714844
42 48 24|42 48 24,8.640289306640625
48 48 24|48 48 24,9.322166442871094
54 48 24|54 48 24,10.027885437011719
60 48 24|60 48 24,10.614395141601562
66 48 24|66 48 24,11.439323425292969
72 48 24|72 48 24,11.539459228515625
78 48 24|78 48 24,11.32965087890625
84 48 24|84 48 24,13.012886047363281
90 48 24|90 48 24,12.059211730957031
96 48 24|96 48 24,15.549659729003906
54 24|54 24,6.732940673828125
6 54 24|6 54 24,6.732940673828125
12 54 24|12 54 24,7.0285797119140625
18 54 24|18 54 24,7.28607177734375
24 54 24|24 54 24,7.677078247070313
30 54 24|30 54 24,8.769035339355469
36 54 24|36 54 24,8.859634399414062
42 54 24|42 54 24,9.80377197265625
48 54 24|48 54 24,9.694099426269531
54 54 24|54 54 24,10.2996826171875
60 54 24|60 54 24,11.32965087890625
66 54 24|66 54 24,10.590553283691406
72 54 24|72 54 24,10.690689086914062
78 54 24|78 54 24,12.478828430175781
84 54 24|84 54 24,12.450218200683594
90 54 24|90 54 24,13.165473937988281
96 54 24|96 54 24,12.516975402832031
60 24|60 24,7.195472717285156
6 60 24|6 60 24,6.504058837890625
12 60 24|12 60 24,7.023811340332031
18 60 24|18 60 24,7.2479248046875
24 60 24|24 60 24,7.777214050292968
30 60 24|30 60 24,8.778572082519531
36 60 24|36 60 24,8.749961853027344
42 60 24|42 60 24,11.143684387207031
48 60 24|48 60 24,11.453628540039062
54 60 24|54 60 24,10.87188720703125
60 60 24|60 60 24,11.377334594726562
66 60 24|66 60 24,12.736320495605469
72 60 24|72 60 24,11.925697326660156
78 60 24|78 60 24,12.035369873046875
84 60 24|84 60 24,12.388229370117188
90 60 24|90 60 24,13.9617919921875
96 60 24|96 60 24,14.233589172363281
66 24|66 24,6.794929504394531
6 66 24|6 66 24,6.937980651855469
12 66 24|12 66 24,7.090568542480469
18 66 24|18 66 24,7.462501525878906
24 66 24|24 66 24,8.015632629394531
30 66 24|30 66 24,8.678436279296875
36 66 24|36 66 24,9.031295776367188
42 66 24|42 66 24,10.390281677246094
48 66 24|48 66 24,10.700225830078125
54 66 24|54 66 24,11.143684387207031
60 66 24|60 66 24,11.758804321289062
66 66 24|66 66 24,12.235641479492188
72 66 24|72 66 24,13.337135314941406
78 66 24|78 66 24,12.784004211425781
84 66 24|84 66 24,12.979507446289062
90 66 24|90 66 24,11.954307556152344
96 66 24|96 66 24,13.208389282226562
72 24|72 24,6.833076477050781
6 72 24|6 72 24,8.344650268554688
12 72 24|12 72 24,7.20977783203125
18 72 24|18 72 24,7.724761962890625
24 72 24|24 72 24,8.320808410644531
30 72 24|30 72 24,9.064674377441406
36 72 24|36 72 24,9.770393371582031
42 72 24|42 72 24,11.134147644042969
48 72 24|48 72 24,11.000633239746094
54 72 24|54 72 24,11.348724365234375
60 72 24|60 72 24,13.017654418945312
66 72 24|66 72 24,12.664794921875
72 72 24|72 72 24,12.388229370117188
78 72 24|78 72 24,13.413429260253906
84 72 24|84 72 24,12.683868408203125
90 72 24|90 72 24,13.747215270996094
96 72 24|96 72 24,13.461112976074219
78 24|78 24,6.785392761230469
6 78 24|6 78 24,6.8950653076171875
12 78 24|12 78 24,7.36236572265625
18 78 24|18 78 24,8.039474487304688
24 78 24|24 78 24,9.2315673828125
30 78 24|30 78 24,9.818077087402344
36 78 24|36 78 24,10.037422180175781
42 78 24|42 78 24,11.02447509765625
48 78 24|48 78 24,11.334419250488281
54 78 24|54 78 24,11.701583862304688
60 78 24|60 78 24,12.884140014648438
66 78 24|66 78 24,14.352798461914062
72 78 24|72 78 24,13.189315795898438
78 78 24|78 78 24,13.132095336914062
84 78 24|84 78 24,12.564659118652344
90 78 24|90 78 24,13.432502746582031
96 78 24|96 78 24,13.432502746582031
84 24|84 24,6.747245788574219
6 84 24|6 84 24,7.01904296875
12 84 24|12 84 24,7.414817810058594
18 84 24|18 84 24,8.401870727539062
24 84 24|24 84 24,8.349418640136719
30 84 24|30 84 24,10.190010070800781
36 84 24|36 84 24,10.986328125
42 84 24|42 84 24,11.3677978515625
48 84 24|48 84 24,11.224746704101562
54 84 24|54 84 24,12.869834899902344
60 84 24|60 84 24,14.133453369140625
66 84 24|66 84 24,13.227462768554688
72 84 24|72 84 24,12.717247009277344
78 84 24|78 84 24,12.564659118652344
84 84 24|84 84 24,13.99993896484375
90 84 24|90 84 24,13.475418090820312
96 84 24|96 84 24,13.728141784667969
90 24|90 24,6.794929504394531
6 90 24|6 90 24,6.871223449707031
12 90 24|12 90 24,7.648468017578125
18 90 24|18 90 24,7.991790771484376
24 90 24|24 90 24,9.436607360839844
30 90 24|30 90 24,10.118484497070312
36 90 24|36 90 24,10.728836059570312
42 90 24|42 90 24,11.677742004394531
48 90 24|48 90 24,12.187957763671875
54 90 24|54 90 24,12.507438659667969
60 90 24|60 90 24,13.790130615234375
66 90 24|66 90 24,13.518333435058594
72 90 24|72 90 24,13.108253479003906
78 90 24|78 90 24,12.93182373046875
84 90 24|84 90 24,14.386177062988281
90 90 24|90 90 24,13.885498046875
96 90 24|96 90 24,14.405250549316406
96 24|96 24,6.8378448486328125
6 96 24|6 96 24,7.05718994140625
12 96 24|12 96 24,7.233619689941406
18 96 24|18 96 24,8.416175842285156
24 96 24|24 96 24,8.96453857421875
30 96 24|30 96 24,10.128021240234375
36 96 24|36 96 24,12.021064758300781
42 96 24|42 96 24,11.496543884277344
48 96 24|48 96 24,14.905929565429688
54 96 24|54 96 24,12.722015380859375
60 96 24|60 96 24,11.491775512695312
66 96 24|66 96 24,14.319419860839844
72 96 24|72 96 24,13.704299926757812
78 96 24|78 96 24,13.475418090820312
84 96 24|84 96 24,15.206336975097656
90 96 24|90 96 24,15.28739929199219
96 96 24|96 96 24,14.38140869140625
30|30,6.623268127441406
6 30|6 30,6.6280364990234375
6 6 30|6 6 30,6.756782531738281
12 6 30|12 6 30,6.737709045410156
18 6 30|18 6 30,7.36236572265625
24 6 30|24 6 30,6.580352783203125
30 6 30|30 6 30,6.6375732421875
36 6 30|36 6 30,7.038116455078125
42 6 30|42 6 30,6.923675537109375
48 6 30|48 6 30,7.233619689941406
54 6 30|54 6 30,6.6661834716796875
60 6 30|60 6 30,7.0953369140625
66 6 30|66 6 30,6.82830810546875
72 6 30|72 6 30,6.928443908691406
78 6 30|78 6 30,6.823539733886719
84 6 30|84 6 30,7.100105285644531
90 6 30|90 6 30,7.4291229248046875
96 6 30|96 6 30,6.957054138183594
12 30|12 30,6.6471099853515625
6 12 30|6 12 30,6.732940673828125
12 12 30|12 12 30,6.804466247558594
18 12 30|18 12 30,6.7996978759765625
24 12 30|24 12 30,7.557868957519531
30 12 30|30 12 30,6.59942626953125
36 12 30|36 12 30,7.114410400390625
42 12 30|42 12 30,6.7901611328125
48 12 30|48 12 30,7.4291229248046875
54 12 30|54 12 30,7.138252258300781
60 12 30|60 12 30,7.376670837402344
66 12 30|66 12 30,7.672309875488281
72 12 30|72 12 30,7.5626373291015625
78 12 30|78 12 30,7.381439208984375
84 12 30|84 12 30,7.6389312744140625
90 12 30|90 12 30,7.615089416503906
96 12 30|96 12 30,8.254051208496094
18 30|18 30,6.67572021484375
6 18 30|6 18 30,6.623268127441406
12 18 30|12 18 30,7.023811340332031
18 18 30|18 18 30,7.2765350341796875
24 18 30|24 18 30,8.978843688964844
30 18 30|30 18 30,6.618499755859375
36 18 30|36 18 30,7.882118225097657
42 18 30|42 18 30,7.281303405761719
48 18 30|48 18 30,7.5435638427734375
54 18 30|54 18 30,9.875297546386719
60 18 30|60 18 30,10.399818420410156
66 18 30|66 18 30,8.115768432617188
72 18 30|72 18 30,8.034706115722656
78 18 30|78 18 30,8.840560913085938
84 18 30|84 18 30,8.668899536132812
90 18 30|90 18 30,9.603500366210938
96 18 30|96 18 30,9.245872497558594
24 30|24 30,6.613731384277344
6 24 30|6 24 30,6.699562072753906
12 24 30|12 24 30,7.1048736572265625
18 24 30|18 24 30,7.262229919433594
24 24 30|24 24 30,7.576942443847656
30 24 30|30 24 30,7.452964782714844
36 24 30|36 24 30,7.500648498535156
42 24 30|42 24 30,7.472038269042969
48 24 30|48 24 30,7.605552673339844
54 24 30|54 24 30,8.20159912109375
60 24 30|60 24 30,8.549690246582031
66 24 30|66 24 30,9.1552734375
72 24 30|72 24 30,8.745193481445312
78 24 30|78 24 30,9.675025939941406
84 24 30|84 24 30,11.529922485351562
90 24 30|90 24 30,9.908676147460938
96 24 30|96 24 30,9.899139404296875
30 30|30 30,6.7043304443359375
6 30 30|6 30 30,6.594657897949219
12 30 30|12 30 30,7.1239471435546875
18 30 30|18 30 30,7.109642028808594
24 30 30|24 30 30,7.452964782714844
30 30 30|30 30 30,8.025169372558594
36 30 30|36 30 30,9.183883666992188
42 30 30|42 30 30,8.04901123046875
48 30 30|48 30 30,8.373260498046875
54 30 30|54 30 30,8.578300476074219
60 30 30|60 30 30,9.679794311523438
66 30 30|66 30 30,9.889602661132812
72 30 30|72 30 30,10.800361633300781
78 30 30|78 30 30,10.514259338378906
84 30 30|84 30 30,10.695457458496094
90 30 30|90 30 30,11.439323425292969
96 30 30|96 30 30,15.249252319335938
36 30|36 30,6.847381591796875
6 36 30|6 36 30,6.885528564453125
12 36 30|12 36 30,7.157325744628906
18 36 30|18 36 30,7.452964782714844
24 36 30|24 36 30,7.972717285156249
30 36 30|30 36 30,7.896423339843749
36 36 30|36 36 30,10.557174682617188
42 36 30|42 36 30,8.940696716308594
48 36 30|48 36 30,9.050369262695312
54 36 30|54 36 30,9.889602661132812
60 36 30|60 36 30,10.666847229003906
66 36 30|66 36 30,10.547637939453125
72 36 30|72 36 30,11.048316955566406
78 36 30|78 36 30,11.210441589355469
84 36 30|84 36 30,10.848045349121094
90 36 30|90 36 30,12.898445129394531
96 36 30|96 36 30,12.373924255371094
42 30|42 30,6.7424774169921875
6 42 30|6 42 30,6.651878356933594
12 42 30|12 42 30,6.775856018066406
18 42 30|18 42 30,7.2383880615234375
24 42 30|24 42 30,7.567405700683594
30 42 30|30 42 30,8.249282836914062
36 42 30|36 42 30,8.23974609375
42 42 30|42 42 30,9.255409240722656
48 42 30|48 42 30,9.799003601074219
54 42 30|54 42 30,10.404586791992188
60 42 30|60 42 30,11.239051818847656
66 42 30|66 42 30,10.619163513183594
72 42 30|72 42 30,11.105537414550781
78 42 30|78 42 30,11.262893676757812
84 42 30|84 42 30,12.774467468261719
90 42 30|90 42 30,12.326240539550781
96 42 30|96 42 30,12.693405151367188
48 30|48 30,6.75201416015625
6 48 30|6 48 30,6.961822509765625
12 48 30|12 48 30,7.9631805419921875
18 48 30|18 48 30,7.915496826171876
24 48 30|24 48 30,8.263587951660156
30 48 30|30 48 30,8.349418640136719
36 48 30|36 48 30,9.613037109375
42 48 30|42 48 30,9.989738464355469
48 48 30|48 48 30,9.5367431640625
54 48 30|54 48 30,11.072158813476562
60 48 30|60 48 30,12.922286987304688
66 48 30|66 48 30,12.717247009277344
72 48 30|72 48 30,11.582374572753906
78 48 30|78 48 30,12.688636779785156
84 48 30|84 48 30,14.510154724121094
90 48 30|90 48 30,11.844635009765625
96 48 30|96 48 30,13.580322265625
54 30|54 30,6.6280364990234375
6 54 30|6 54 30,6.861686706542969
12 54 30|12 54 30,7.414817810058594
18 54 30|18 54 30,7.529258728027344
24 54 30|24 54 30,7.915496826171876
30 54 30|30 54 30,8.544921875
36 54 30|36 54 30,9.713172912597656
42 54 30|42 54 30,10.008811950683594
48 54 30|48 54 30,10.771751403808594
54 54 30|54 54 30,11.463165283203125
60 54 30|60 54 30,11.477470397949219
66 54 30|66 54 30,11.548995971679688
72 54 30|72 54 30,14.467239379882812
78 54 30|78 54 30,12.345314025878906
84 54 30|84 54 30,13.575553894042969
90 54 30|90 54 30,13.761520385742188
96 54 30|96 54 30,13.437271118164062
60 30|60 30,7.076263427734375
6 60 30|6 60 30,7.004737854003906
12 60 30|12 60 30,7.190704345703125
18 60 30|18 60 30,7.700920104980468
24 60 30|24 60 30,8.58306884765625
30 60 30|30 60 30,9.026527404785156
36 60 30|36 60 30,9.88006591796875
42 60 30|42 60 30,11.067390441894531
48 60 30|48 60 30,12.617111206054688
54 60 30|54 60 30,11.55853271484375
60 60 30|60 60 30,12.178421020507812
66 60 30|66 60 30,11.944770812988281
72 60 30|72 60 30,13.580322265625
78 60 30|78 60 30,12.884140014648438
84 60 30|84 60 30,13.508796691894531
90 60 30|90 60 30,14.276504516601562
96 60 30|96 60 30,12.555122375488281
66 30|66 30,7.05718994140625
6 66 30|6 66 30,7.061958312988281
12 66 30|12 66 30,8.12530517578125
18 66 30|18 66 30,8.244514465332031
24 66 30|24 66 30,9.298324584960938
30 66 30|30 66 30,9.617805480957031
36 66 30|36 66 30,10.547637939453125
42 66 30|42 66 30,10.862350463867188
48 66 30|48 66 30,11.506080627441406
54 66 30|54 66 30,12.369155883789062
60 66 30|60 66 30,13.370513916015625
66 66 30|66 66 30,12.645721435546875
72 66 30|72 66 30,13.856887817382812
78 66 30|78 66 30,12.335777282714844
84 66 30|84 66 30,12.798309326171875
90 66 30|90 66 30,12.865066528320312
96 66 30|96 66 30,13.356208801269531
72 30|72 30,6.890296936035156
6 72 30|6 72 30,6.804466247558594
12 72 30|12 72 30,7.452964782714844
18 72 30|18 72 30,8.335113525390625
24 72 30|24 72 30,9.331703186035156
30 72 30|30 72 30,10.066032409667969
36 72 30|36 72 30,11.29150390625
42 72 30|42 72 30,11.157989501953125
48 72 30|48 72 30,11.663436889648438
54 72 30|54 72 30,13.141632080078125
60 72 30|60 72 30,12.803077697753906
66 72 30|66 72 30,13.103485107421875
72 72 30|72 72 30,13.518333435058594
78 72 30|78 72 30,14.657974243164062
84 72 30|84 72 30,13.456344604492188
90 72 30|90 72 30,13.3514404296875
96 72 30|96 72 30,13.685226440429688
78 30|78 30,6.7806243896484375
6 78 30|6 78 30,7.2002410888671875
12 78 30|12 78 30,7.824897766113281
18 78 30|18 78 30,8.85009765625
24 78 30|24 78 30,9.484291076660156
30 78 30|30 78 30,10.876655578613281
36 78 30|36 78 30,11.467933654785156
42 78 30|42 78 30,11.744499206542969
48 78 30|48 78 30,12.578964233398438
54 78 30|54 78 30,13.413429260253906
60 78 30|60 78 30,12.612342834472656
66 78 30|66 78 30,13.117790222167969
72 78 30|72 78 30,13.041496276855469
78 78 30|78 78 30,12.8173828125
84 78 30|84 78 30,13.532638549804688
90 78 30|90 78 30,14.181137084960938
96 78 30|96 78 30,14.333724975585938
84 30|84 30,6.384849548339844
6 84 30|6 84 30,6.937980651855469
12 84 30|12 84 30,7.5817108154296875
18 84 30|18 84 30,8.606910705566406
24 84 30|24 84 30,9.937286376953125
30 84 30|30 84 30,10.747909545898438
36 84 30|36 84 30,11.682510375976562
42 84 30|42 84 30,12.211799621582031
48 84 30|48 84 30,11.296272277832031
54 84 30|54 84 30,12.77923583984375
60 84 30|60 84 30,13.61846923828125
66 84 30|66 84 30,13.685226440429688
72 84 30|72 84 30,14.233589172363281
78 84 30|78 84 30,13.780593872070312
84 84 30|84 84 30,14.019012451171875
90 84 30|90 84 30,14.510154724121094
96 84 30|96 84 30,15.001296997070312
90 30|90 30,6.90460205078125
6 90 30|6 90 30,7.0095062255859375
12 90 30|12 90 30,7.59124755859375
18 90 30|18 90 30,8.378028869628906
24 90 30|24 90 30,10.805130004882812
30 90 30|30 90 30,11.730194091796875
36 90 30|36 90 30,11.90185546875
42 90 30|42 90 30,11.887550354003906
48 90 30|48 90 30,14.219284057617188
54 90 30|54 90 30,12.230873107910156
60 90 30|60 90 30,13.384819030761719
66 90 30|66 90 30,13.623237609863281
72 90 30|72 90 30,14.400482177734375
78 90 30|78 90 30,14.348030090332031
84 90 30|84 90 30,14.128684997558594
90 90 30|90 90 30,14.829635620117188
96 90 30|96 90 30,14.462471008300781
96 30|96 30,6.961822509765625
6 96 30|6 96 30,7.36236572265625
12 96 30|12 96 30,8.153915405273438
18 96 30|18 96 30,8.997917175292969
24 96 30|24 96 30,10.156631469726562
30 96 30|30 96 30,11.296272277832031
36 96 30|36 96 30,12.145042419433594
42 96 30|42 96 30,12.254714965820312
48 96 30|48 96 30,14.281272888183594
54 96 30|54 96 30,12.483596801757812
60 96 30|60 96 30,12.478828430175781
66 96 30|66 96 30,13.380050659179688
72 96 30|72 96 30,14.071464538574219
78 96 30|78 96 30,14.557838439941406
84 96 30|84 96 30,14.805793762207031
90 96 30|90 96 30,14.886856079101562
96 96 30|96 96 30,15.845298767089842
36|36,6.67572021484375
6 36|6 36,6.6089630126953125
6 6 36|6 6 36,6.661415100097656
12 6 36|12 6 36,6.656646728515625
18 6 36|18 6 36,7.4863433837890625
24 6 36|24 6 36,6.699562072753906
30 6 36|30 6 36,6.871223449707031
36 6 36|36 6 36,6.7901611328125
42 6 36|42 6 36,6.961822509765625
48 6 36|48 6 36,7.157325744628906
54 6 36|54 6 36,7.476806640625
60 6 36|60 6 36,7.386207580566406
66 6 36|66 6 36,6.9522857666015625
72 6 36|72 6 36,7.32421875
78 6 36|78 6 36,6.7996978759765625
84 6 36|84 6 36,7.205009460449219
90 6 36|90 6 36,7.081031799316406
96 6 36|96 6 36,7.119178771972656
12 36|12 36,6.847381591796875
6 12 36|6 12 36,6.8187713623046875
12 12 36|12 12 36,6.6280364990234375
18 12 36|18 12 36,6.918907165527344
24 12 36|24 12 36,6.947517395019531
30 12 36|30 12 36,7.100105285644531
36 12 36|36 12 36,7.052421569824219
42 12 36|42 12 36,7.3146820068359375
48 12 36|48 12 36,7.748603820800781
54 12 36|54 12 36,7.5054168701171875
60 12 36|60 12 36,8.440017700195312
66 12 36|66 12 36,7.3719024658203125
72 12 36|72 12 36,7.805824279785157
78 12 36|78 12 36,8.04901123046875
84 12 36|84 12 36,7.820129394531249
90 12 36|90 12 36,8.273124694824219
96 12 36|96 12 36,8.797645568847656
18 36|18 36,6.594657897949219
6 18 36|6 18 36,6.880760192871094
12 18 36|12 18 36,6.928443908691406
18 18 36|18 18 36,6.8569183349609375
24 18 36|24 18 36,7.262229919433594
30 18 36|30 18 36,7.109642028808594
36 18 36|36 18 36,7.2383880615234375
42 18 36|42 18 36,7.896423339843749
