6,3.5953521728515625
6 6,24.63817596435547
6 6 6,12.55035400390625
12 6 6,12.831687927246094
18 6 6,12.793540954589844
24 6 6,12.707710266113281
30 6 6,12.955665588378906
36 6 6,12.869834899902344
42 6 6,12.7410888671875
48 6 6,12.812614440917969
54 6 6,13.036727905273438
60 6 6,12.8173828125
66 6 6,12.793540954589844
72 6 6,12.845993041992188
78 6 6,12.712478637695312
84 6 6,12.888908386230469
90 6 6,12.85552978515625
96 6 6,12.798309326171875
12 6,12.583732604980469
6 12 6,13.031959533691406
12 12 6,12.760162353515625
18 12 6,12.230873107910156
24 12 6,12.39776611328125
30 12 6,12.154579162597656
36 12 6,12.292861938476562
42 12 6,12.249946594238281
48 12 6,12.068748474121094
54 12 6,12.2833251953125
60 12 6,12.369155883789062
66 12 6,12.326240539550781
72 12 6,12.331008911132812
78 12 6,12.412071228027344
84 12 6,12.650489807128906
90 12 6,13.051033020019531
96 12 6,12.364387512207031
18 6,11.715888977050781
6 18 6,12.054443359375
12 18 6,12.402534484863281
18 18 6,12.407302856445312
24 18 6,12.431144714355469
30 18 6,12.202262878417969
36 18 6,12.540817260742188
42 18 6,12.040138244628906
48 18 6,12.125968933105469
54 18 6,12.621879577636719
60 18 6,12.826919555664062
66 18 6,12.345314025878906
72 18 6,12.712478637695312
78 18 6,12.545585632324219
84 18 6,12.645721435546875
90 18 6,12.383460998535156
96 18 6,12.216567993164062
24 6,12.24517822265625
6 24 6,12.269020080566406
12 24 6,12.197494506835938
18 24 6,12.20703125
24 24 6,11.982917785644531
30 24 6,12.488365173339844
36 24 6,12.273788452148438
42 24 6,12.726783752441406
48 24 6,12.331008911132812
54 24 6,12.664794921875
60 24 6,12.302398681640625
66 24 6,12.62664794921875
72 24 6,12.254714965820312
78 24 6,12.5885009765625
84 24 6,12.4359130859375
90 24 6,12.478828430175781
96 24 6,12.536048889160156
30 6,11.816024780273438
6 30 6,12.006759643554688
12 30 6,12.259483337402344
18 30 6,12.292861938476562
24 30 6,12.497901916503906
30 30 6,12.5885009765625
36 30 6,12.70294189453125
42 30 6,12.516975402832031
48 30 6,12.493133544921875
54 30 6,12.354850769042969
60 30 6,12.502670288085938
66 30 6,12.564659118652344
72 30 6,12.650489807128906
78 30 6,12.731552124023438
84 30 6,12.888908386230469
90 30 6,12.688636779785156
96 30 6,12.636184692382812
36 6,11.925697326660156
6 36 6,12.197494506835938
12 36 6,12.388229370117188
18 36 6,12.655258178710938
24 36 6,12.388229370117188
30 36 6,12.416839599609375
36 36 6,12.440681457519531
42 36 6,12.717247009277344
48 36 6,12.378692626953125
54 36 6,12.712478637695312
60 36 6,12.555122375488281
66 36 6,12.764930725097656
72 36 6,12.769699096679688
78 36 6,12.984275817871094
84 36 6,12.784004211425781
90 36 6,13.0462646484375
96 36 6,12.598037719726562
42 6,11.954307556152344
6 42 6,12.063980102539062
12 42 6,12.483596801757812
18 42 6,12.269020080566406
24 42 6,12.459754943847656
30 42 6,12.445449829101562
36 42 6,12.807846069335938
42 42 6,12.631416320800781
48 42 6,12.483596801757812
54 42 6,12.707710266113281
60 42 6,12.764930725097656
66 42 6,12.683868408203125
72 42 6,13.017654418945312
78 42 6,13.189315795898438
84 42 6,12.93182373046875
90 42 6,13.175010681152344
96 42 6,12.70294189453125
48 6,12.559890747070312
6 48 6,12.326240539550781
12 48 6,12.063980102539062
18 48 6,12.488365173339844
24 48 6,12.125968933105469
30 48 6,12.55035400390625
36 48 6,12.464523315429688
42 48 6,12.559890747070312
48 48 6,12.359619140625
54 48 6,12.660026550292969
60 48 6,12.502670288085938
66 48 6,12.884140014648438
72 48 6,12.998580932617188
78 48 6,12.822151184082031
84 48 6,12.912750244140625
90 48 6,13.017654418945312
96 48 6,13.017654418945312
54 6,11.916160583496094
6 54 6,12.416839599609375
12 54 6,12.230873107910156
18 54 6,12.607574462890625
24 54 6,12.483596801757812
30 54 6,12.412071228027344
36 54 6,12.660026550292969
42 54 6,12.664794921875
48 54 6,12.731552124023438
54 54 6,12.865066528320312
60 54 6,12.869834899902344
66 54 6,12.922286987304688
72 54 6,13.16070556640625
78 54 6,12.960433959960938
84 54 6,13.165473937988281
90 54 6,13.155937194824219
96 54 6,13.418197631835938
60 6,12.068748474121094
6 60 6,12.278556823730469
12 60 6,12.5885009765625
18 60 6,12.488365173339844
24 60 6,12.502670288085938
30 60 6,12.636184692382812
36 60 6,12.602806091308594
42 60 6,12.836456298828125
48 60 6,12.569427490234375
54 60 6,13.127326965332031
60 60 6,13.146400451660156
66 60 6,13.141632080078125
