33,2225.7423400878906
33 33,2796.053886413574
33 33 33,17749.58610534668
66 33 33,33788.394927978516
99 33 33,49453.57799530029
66 33,3222.37491607666
33 66 33,33650.51746368408
66 66 33,65122.3087310791
99 66 33,97317.96264648438
99 33,3728.2466888427734
33 99 33,49740.262031555176
66 99 33,97141.63303375244
99 99 33,145231.64749145508
66,2155.184745788574
33 66,3035.86483001709
33 33 66,33485.62240600586
66 33 66,65415.23456573486
99 33 66,97045.6314086914
66 66,4177.579879760742
33 66 66,65302.97279357911
66 66 66,129542.3173904419
99 66 66,192995.96309661865
99 66,5005.345344543457
33 99 66,97065.97805023193
66 99 66,192905.76457977295
99 99 66,287176.34201049805
99,2187.78133392334
33 99,3753.1566619873047
33 33 99,46868.14785003662
66 33 99,92348.3419418335
99 33 99,138348.79875183105
66 99,4986.820220947266
33 66 99,92375.59795379639
66 66 99,185020.10822296143
99 66 99,273623.2328414917
99 99,6367.664337158203
33 99 99,138215.02208709717
66 99 99,273440.61374664307
99 99 99,406829.63371276855
