10,0.004921354720161834
20,0.005436573357466063
30,0.006367394740357504
40,0.007776354161298634
50,0.009026293369379622
60,0.010003093176939589
70,0.011125542565445026
80,0.012471658753046302
90,0.013628954354648885
100,0.01479228336833263
110,0.016043908669001752
120,0.017081228040877368
130,0.018305145082789763
140,0.019750003917301414
150,0.020709556014412416
160,0.022089393658399094
170,0.023473456075874328
180,0.02510607881773399
190,0.026427036157826645
200,0.02785620353185595
210,0.029082703162333103
220,0.030707032413539365
230,0.031832205461538456
240,0.03317462202625103
250,0.034421562016806725
260,0.03574316988879384
270,0.03702647208404802
280,0.038293388037634414
290,0.03957758887867647
300,0.04110630150517404
310,0.04238319170755643
320,0.043709639228456915
330,0.045036471515768055
340,0.04625819890590809
350,0.047645494305856836
360,0.04898473855885589
370,0.05028855335990888
380,0.051579193274853795
390,0.05313809042553191
400,0.0544411368072289
410,0.05585489479553904
420,0.057183394760101015
430,0.058501899353169476
440,0.05979680986754967
450,0.06111280424966801
460,0.06241118217821782
470,0.06381384
480,0.0650805
490,0.06659555160818713
500,0.06806690534918276
510,0.06922668890876565
520,0.07073923546153847
530,0.07210010423861853
540,0.07349418362619806
550,0.07487849609120521
560,0.07620268946932007
570,0.07757606849087895
580,0.07894007159863946
590,0.08024932413194444
600,0.08166991986062719
610,0.08297390930851065
620,0.08409558321167881
630,0.0860117680909091
640,0.08735623170731706
650,0.08874748467289718
660,0.09009028147448014
670,0.09152296917148364
680,0.09286929050387596
690,0.09423978677932404
700,0.09560204929292927
710,0.0969749198989899
720,0.09835180041067762
730,0.09972030481171547
740,0.10107742626582278
750,0.10243569850107068
760,0.10376820227272728
770,0.10517740813449024
780,0.10660347461368654
790,0.10799259242761693
800,0.10925370363636364
810,0.11068917294520547
820,0.1120768086206897
830,0.11347857990654206
840,0.11483780248815165
850,0.11619946175059952
860,0.11753244239130435
870,0.11888494376528118
880,0.12033367400497512
890,0.1220226944723618
900,0.12347840979643766
910,0.12483539023136248
920,0.12610793342036553
930,0.12763783320209973
940,0.12895792989417987
950,0.13036594080000002
960,0.13172810604838708
970,0.13303440831062668
980,0.13433433035714284
990,0.13580091961325966
1000,0.13724117114845935
1010,0.13853495482954545
1020,0.1399092163817664
1030,0.14133637528901732
1040,0.14274629841040465
1050,0.14417943489736068
1060,0.14546613372781064
1070,0.14683982305389223
1080,0.1482523633333333
1090,0.14960938060606063
1100,0.15091221042944783
1110,0.152251885625
1120,0.15359354890625004
1130,0.15498607287066246
1140,0.15634943170347
1150,0.1577640206451613
1160,0.15919853814102564
1170,0.1605396759677419
1180,0.16181146596091203
1190,0.16333835345394737
1200,0.16456549983333332
